"","chromosome","start","end","Infant_OPC1","Infant_OPC2","Infant_OPC3","Infant_OPC4","Infant_OPC5"
"58696","chr22",37013172,37015132,186,212,229,303,162
"58697","chr22",37017057,37018093,60,86,80,114,37
"58698","chr22",37018533,37020851,323,504,384,732,323
"58699","chr22",37051470,37052535,64,109,112,168,68
"58700","chr22",37153374,37154234,96,28,63,67,84
"58701","chr22",37178552,37179185,98,94,138,146,94
"58702","chr22",37196563,37199972,536,826,977,1407,549
"58703","chr22",37328377,37329802,183,104,294,378,134
"58704","chr22",37345866,37346411,40,86,80,105,59
"58705","chr22",37363928,37365677,86,183,312,439,214
"58706","chr22",37366298,37367915,83,84,189,186,88
"58707","chr22",37370041,37372369,137,163,258,317,139
"58708","chr22",37375323,37429565,7697,14261,17419,23950,8435
"58709","chr22",37433376,37434155,45,84,86,126,55
"58710","chr22",37442295,37443736,134,182,239,344,123
"58711","chr22",37448062,37449845,176,175,219,284,109
"58712","chr22",37454764,37455315,46,110,106,133,63
"58713","chr22",37464157,37464733,42,56,95,110,56
"58714","chr22",37545597,37547800,300,519,633,796,354
"58715","chr22",37548975,37550425,128,214,267,346,121
"58716","chr22",37558748,37570843,1417,1487,1857,2871,1114
"58717","chr22",37581272,37581931,50,122,133,150,88
"58718","chr22",37592431,37592924,34,100,124,181,44
"58719","chr22",37596495,37596764,27,30,94,104,19
"58720","chr22",37597932,37602699,432,812,914,1420,488
"58721","chr22",37606893,37610202,694,978,1217,2362,642
"58722","chr22",37610729,37611828,84,125,285,294,125
"58723","chr22",37622739,37628991,1296,2678,2789,4030,1540
"58724","chr22",37631154,37638235,1192,1986,2544,3400,1340
"58725","chr22",37639003,37641004,72,268,357,563,161
"58726","chr22",37641697,37643950,67,372,419,561,158
"58727","chr22",37657685,37662343,501,745,928,1416,424
"58728","chr22",37664451,37665227,85,135,162,198,56
"58729","chr22",37674517,37675734,126,156,380,396,196
"58730","chr22",37686079,37687096,198,270,286,576,178
"58731","chr22",37696537,37697510,55,79,101,125,45
"58732","chr22",37752124,37753207,134,154,233,288,132
"58733","chr22",37802127,37808642,981,1512,1895,3065,1015
"58734","chr22",37817410,37819140,118,296,392,525,196
"58735","chr22",37826769,37828592,177,375,374,460,174
"58736","chr22",37841157,37844919,608,1033,1053,1728,616
"58737","chr22",37848871,37849945,212,260,339,508,164
"58738","chr22",37880323,37882192,306,268,520,688,233
"58739","chr22",37887579,37888530,103,135,154,252,86
"58740","chr22",37891624,37895549,462,467,600,751,236
"58741","chr22",37904691,37907275,119,156,137,227,98
"58742","chr22",37933788,37934311,28,37,51,82,35
"58743","chr22",37953064,37954044,91,162,118,266,70
"58744","chr22",37964749,37991067,4238,8012,8302,12978,3912
"58745","chr22",37991650,37993422,143,154,218,327,140
"58746","chr22",37995076,38002139,1610,2437,2821,4186,1536
"58747","chr22",38006291,38010514,379,486,699,1148,378
"58748","chr22",38014694,38043906,5304,10613,10337,14637,5399
"58749","chr22",38045134,38047470,188,193,280,492,141
"58750","chr22",38048209,38053430,645,1047,1264,2045,659
"58751","chr22",38056741,38058165,241,316,416,673,209
"58752","chr22",38068849,38070962,185,251,283,540,196
"58753","chr22",38114451,38115433,62,128,170,174,108
"58754","chr22",38125800,38126413,37,140,167,157,65
"58755","chr22",38167276,38169097,313,509,594,808,397
"58756","chr22",38172277,38173527,238,229,234,381,161
"58757","chr22",38175919,38179254,520,822,985,1445,503
"58758","chr22",38180087,38182532,224,327,379,696,184
"58759","chr22",38194395,38195043,69,67,93,154,70
"58760","chr22",38201088,38202757,113,136,231,516,113
"58761","chr22",38220168,38220673,26,24,44,63,19
"58762","chr22",38236875,38241162,546,1012,901,1247,470
"58763","chr22",38242500,38244374,197,382,347,487,191
"58764","chr22",38245784,38248395,237,379,503,483,234
"58765","chr22",38251573,38251895,15,19,50,41,25
"58766","chr22",38256534,38258235,238,282,278,539,222
"58767","chr22",38258830,38259688,63,63,98,154,56
"58768","chr22",38260383,38262964,333,523,738,866,335
"58769","chr22",38264402,38266098,64,93,105,138,75
"58770","chr22",38268542,38269192,44,41,76,86,41
"58771","chr22",38269715,38274158,833,1298,1409,2210,739
"58772","chr22",38303632,38306834,272,314,536,670,305
"58773","chr22",38307614,38311612,294,460,668,858,346
"58774","chr22",38312170,38318584,1286,2616,2217,3495,1216
"58775","chr22",38398290,38399311,60,122,114,245,65
"58776","chr22",38403242,38404497,117,137,266,279,122
"58777","chr22",38434199,38434722,61,52,90,107,28
"58778","chr22",38478869,38480216,216,268,292,368,186
"58779","chr22",38504161,38509619,1825,1887,1884,3093,1563
"58780","chr22",38569421,38571327,119,190,237,417,122
"58781","chr22",38638532,38639026,67,81,127,101,52
"58782","chr22",38656194,38657287,262,321,279,541,231
"58783","chr22",38681598,38682324,63,108,117,191,72
"58784","chr22",38699395,38701770,292,221,506,1011,325
"58785","chr22",38704573,38707035,495,407,752,1163,394
"58786","chr22",38727749,38737678,718,650,833,913,393
"58787","chr22",38739410,38742594,196,518,523,848,124
"58788","chr22",38753854,38757534,262,437,403,574,164
"58789","chr22",38762195,38763229,108,147,178,184,136
"58790","chr22",38768790,38769219,8,42,79,80,24
"58791","chr22",38780587,38781476,41,143,174,165,84
"58792","chr22",38785146,38789204,358,560,702,903,302
"58793","chr22",38824252,38824914,66,148,132,154,61
"58794","chr22",38832052,38833350,87,153,243,262,112
"58795","chr22",38843139,38844290,149,233,177,309,154
"58796","chr22",38852705,38853801,94,203,314,304,120
"58797","chr22",38870199,38874001,962,1555,1486,2462,860
"58798","chr22",38880905,38883222,228,565,763,952,228
"58799","chr22",38891017,38891833,82,182,209,232,105
"58800","chr22",38923396,38925385,305,340,687,840,224
"58801","chr22",38927004,38928058,70,173,211,307,74
"58802","chr22",38981447,38982544,201,216,257,321,155
"58803","chr22",39013645,39015024,127,201,305,327,170
"58804","chr22",39020106,39021129,38,102,66,107,44
"58805","chr22",39040111,39041335,66,168,176,90,103
"58806","chr22",39076793,39077349,8,24,27,60,22
"58807","chr22",39130875,39131511,53,57,60,118,51
"58808","chr22",39145140,39153676,505,1623,1353,2254,651
"58809","chr22",39169573,39171177,126,141,264,336,128
"58810","chr22",39184130,39186171,285,482,575,815,338
"58811","chr22",39237031,39238969,370,521,646,883,374
"58812","chr22",39317592,39320649,968,884,1287,2082,826
"58813","chr22",39331789,39334617,582,657,972,1342,486
"58814","chr22",39348668,39353409,810,1172,1683,2636,826
"58815","chr22",39354446,39357407,188,262,375,468,167
"58816","chr22",39363057,39365290,201,239,398,426,184
"58817","chr22",39399266,39411017,2434,3571,5022,6594,2433
"58818","chr22",39414332,39415497,107,164,254,313,103
"58819","chr22",39418277,39419581,51,95,254,301,37
"58820","chr22",39427068,39435934,2765,3524,5124,6411,2785
"58821","chr22",39436402,39438061,92,160,264,366,109
"58822","chr22",39445548,39446231,34,56,64,156,24
"58823","chr22",39456530,39477422,2143,2539,3389,4568,1835
"58824","chr22",39477971,39478817,38,77,139,100,44
"58825","chr22",39479455,39481719,137,178,263,297,111
"58826","chr22",39489238,39490256,95,88,115,171,83
"58827","chr22",39496166,39497826,148,179,321,408,157
"58828","chr22",39498147,39502884,564,678,1079,1511,597
"58829","chr22",39518782,39523796,776,1020,1173,2190,664
"58830","chr22",39527503,39529943,129,245,265,351,181
"58831","chr22",39531798,39533252,163,243,383,616,170
"58832","chr22",39702918,39704801,205,711,386,526,229
"58833","chr22",39707480,39708389,73,251,201,235,77
"58834","chr22",39712499,39713340,57,152,146,142,63
"58835","chr22",39715523,39716171,38,61,119,95,34
"58836","chr22",39716628,39722142,556,910,1133,1465,561
"58837","chr22",39765038,39765583,79,44,84,111,40
"58838","chr22",39875301,39875479,50,32,34,52,40
"58839","chr22",40043696,40045911,441,578,749,1332,366
"58840","chr22",40106921,40108506,84,124,267,202,85
"58841","chr22",40120456,40122362,346,305,528,670,302
"58842","chr22",40157074,40157668,65,63,128,140,65
"58843","chr22",40175059,40176429,203,158,300,436,152
"58844","chr22",40177271,40181381,576,867,1317,1936,531
"58845","chr22",40193931,40195062,104,134,205,226,86
"58846","chr22",40203624,40204826,185,149,188,247,135
"58847","chr22",40210031,40210403,46,49,87,73,40
"58848","chr22",40214780,40216372,145,170,352,353,165
"58849","chr22",40220088,40221552,143,99,249,266,120
"58850","chr22",40276258,40277191,50,49,125,130,42
"58851","chr22",40304847,40305557,86,72,215,210,68
"58852","chr22",40308673,40311423,594,543,1010,1162,566
"58853","chr22",40321575,40322501,92,85,141,195,87
"58854","chr22",40327345,40329396,163,162,268,316,128
"58855","chr22",40330600,40331079,40,67,74,88,27
"58856","chr22",40345813,40347464,275,366,358,692,242
"58857","chr22",40372400,40373205,138,110,164,218,67
"58858","chr22",40414412,40415019,57,51,104,125,58
"58859","chr22",40426062,40427962,407,494,722,900,411
"58860","chr22",40436534,40437449,72,113,242,269,89
"58861","chr22",40448338,40449077,67,110,142,157,73
"58862","chr22",40449393,40450105,148,102,168,167,113
"58863","chr22",40453118,40454406,213,167,252,269,125
"58864","chr22",40457513,40461148,388,618,915,1048,434
"58865","chr22",40477608,40478282,73,73,122,159,93
"58866","chr22",40491778,40493109,121,136,222,252,128
"58867","chr22",40510554,40511368,116,74,159,128,98
"58868","chr22",40543100,40543986,157,124,181,148,61
"58869","chr22",40610343,40610936,93,54,78,137,51
"58870","chr22",40635293,40637657,291,317,367,912,293
"58871","chr22",40646212,40646637,8,24,42,58,14
"58872","chr22",40651275,40655225,739,879,1300,1980,622
"58873","chr22",40660739,40661260,53,44,83,120,52
"58874","chr22",40665017,40665770,38,39,118,106,46
"58875","chr22",40679198,40680731,214,102,214,188,135
"58876","chr22",40682832,40683514,53,56,87,79,47
"58877","chr22",40694405,40694944,79,73,151,117,59
"58878","chr22",40709237,40711058,500,530,664,748,463
"58879","chr22",40713807,40715414,385,361,597,685,300
"58880","chr22",40720855,40722219,384,232,415,576,296
"58881","chr22",40726623,40728286,373,203,468,410,258
"58882","chr22",40760098,40760370,47,21,53,46,34
"58883","chr22",40819060,40819841,59,112,90,256,54
"58884","chr22",40825126,40825449,46,38,77,75,22
"58885","chr22",40853441,40857710,1274,945,1516,2212,871
"58886","chr22",40898705,40899610,92,112,171,215,97
"58887","chr22",40950489,40952889,635,622,730,1221,494
"58888","chr22",41048712,41049482,112,97,200,180,103
"58889","chr22",41090897,41094667,1212,1388,1476,2545,1061
"58890","chr22",41130987,41131559,29,24,44,48,23
"58891","chr22",41140244,41141122,41,68,82,85,30
"58892","chr22",41178457,41179218,46,52,79,122,47
"58893","chr22",41205334,41205810,84,114,101,213,54
"58894","chr22",41216936,41218317,147,174,176,162,146
"58895","chr22",41234828,41238545,166,443,256,318,106
"58896","chr22",41239080,41241652,584,1269,945,1057,410
"58897","chr22",41263780,41265816,81,108,145,170,34
"58898","chr22",41274338,41275450,132,164,140,195,73
"58899","chr22",41285263,41286998,340,207,355,534,166
"58900","chr22",41301125,41303437,737,675,887,1171,532
"58901","chr22",41305483,41306256,42,64,96,106,30
"58902","chr22",41319727,41321684,352,492,521,627,298
"58903","chr22",41324688,41327858,233,479,822,876,218
"58904","chr22",41366171,41369877,168,458,444,576,192
"58905","chr22",41380436,41384566,583,836,981,1849,572
"58906","chr22",41393022,41395481,309,516,603,802,268
"58907","chr22",41401086,41404691,626,962,1293,1898,558
"58908","chr22",41408731,41416009,493,920,864,1387,486
"58909","chr22",41416816,41419770,276,749,486,622,212
"58910","chr22",41429315,41430179,58,46,44,59,14
"58911","chr22",41443928,41449578,2549,2632,4015,6832,2522
"58912","chr22",41459834,41460654,97,132,189,225,70
"58913","chr22",41468234,41469719,329,320,439,860,256
"58914","chr22",41477781,41482753,927,1440,1793,2566,938
"58915","chr22",41489573,41491853,258,262,358,552,225
"58916","chr22",41506528,41510616,582,938,1547,2112,592
"58917","chr22",41512658,41514622,79,36,88,104,31
"58918","chr22",41517043,41518324,81,128,132,244,64
"58919","chr22",41523268,41524966,81,98,133,153,57
"58920","chr22",41525664,41527874,118,156,225,219,58
"58921","chr22",41537655,41541011,734,784,1165,1227,550
"58922","chr22",41543715,41544915,117,143,171,393,103
"58923","chr22",41551572,41552484,132,197,282,355,129
"58924","chr22",41556963,41557976,77,136,111,209,73
"58925","chr22",41588747,41590263,79,127,119,254,51
"58926","chr22",41597359,41597647,6,29,43,27,16
"58927","chr22",41620158,41622249,580,332,895,1718,571
"58928","chr22",41666568,41667660,132,213,256,406,141
"58929","chr22",41681777,41682862,104,90,188,454,116
"58930","chr22",41688149,41689353,159,198,293,576,169
"58931","chr22",41697058,41697664,47,62,99,142,40
"58932","chr22",41789757,41790097,52,41,73,87,39
"58933","chr22",41799335,41801163,303,338,421,758,243
"58934","chr22",41826370,41829609,154,213,354,524,150
"58935","chr22",41831246,41835236,1445,1001,1664,3071,1192
"58936","chr22",41835916,41837308,94,122,190,308,104
"58937","chr22",41843797,41847777,1006,1170,1584,1846,966
"58938","chr22",41861693,41863760,385,454,515,686,272
"58939","chr22",41907900,41910116,146,304,313,439,166
"58940","chr22",41934747,41935723,54,149,145,215,78
"58941","chr22",41940846,41941389,38,77,157,164,52
"58942","chr22",41946449,41949509,408,297,672,921,264
"58943","chr22",41950859,41953550,764,1176,1454,2126,625
"58944","chr22",41957591,41961292,627,811,1256,1448,514
"58945","chr22",41963436,41965701,583,670,1056,1299,535
"58946","chr22",41966462,41967382,107,135,268,245,114
"58947","chr22",41976222,41977968,184,317,254,424,120
"58948","chr22",41979566,41979817,29,28,55,40,23
"58949","chr22",42070129,42071644,195,227,375,643,158
"58950","chr22",42075593,42075982,10,44,40,46,14
"58951","chr22",42078188,42081238,857,1126,1355,2469,802
"58952","chr22",42089895,42092027,512,623,673,1243,472
"58953","chr22",42171753,42172689,111,102,118,119,62
"58954","chr22",42214026,42215962,309,327,269,375,132
"58955","chr22",42227892,42228743,66,56,86,107,59
"58956","chr22",42270438,42270914,37,62,43,69,14
"58957","chr22",42289841,42290394,44,33,52,34,27
"58958","chr22",42296072,42296957,67,94,107,123,47
"58959","chr22",42340601,42341631,110,64,85,116,62
"58960","chr22",42342078,42345644,618,717,666,993,436
"58961","chr22",42347091,42347893,37,79,72,57,48
"58962","chr22",42364161,42365894,127,100,87,122,90
"58963","chr22",42385319,42386250,140,135,126,180,79
"58964","chr22",42413173,42413364,24,32,31,34,21
"58965","chr22",42436214,42436862,58,57,90,97,22
"58966","chr22",42443990,42444927,160,112,250,201,86
"58967","chr22",42512115,42512932,101,104,103,149,58
"58968","chr22",42519380,42520385,129,112,78,235,50
"58969","chr22",42607747,42611029,590,762,744,1144,460
"58970","chr22",42613852,42616434,828,1068,1282,2067,666
"58971","chr22",42648590,42649967,199,225,233,435,134
"58972","chr22",42683384,42683834,23,37,65,103,63
"58973","chr22",42747939,42748543,82,36,79,116,59
"58974","chr22",42805091,42806928,296,407,582,577,266
"58975","chr22",42811201,42812024,146,64,163,188,142
"58976","chr22",42856241,42857684,306,364,330,617,304
"58977","chr22",42860379,42861470,196,199,230,298,154
"58978","chr22",42868736,42869469,73,114,130,143,67
"58979","chr22",42895508,42896361,74,170,281,299,123
"58980","chr22",42901724,42902416,63,111,184,163,79
"58981","chr22",42905938,42906500,43,80,73,68,36
"58982","chr22",42926691,42927409,103,101,147,183,84
"58983","chr22",42929579,42930092,30,33,49,56,24
"58984","chr22",42932920,42936535,396,887,692,762,384
"58985","chr22",42947019,42948057,95,88,184,132,67
"58986","chr22",42958658,42961159,202,314,303,198,130
"58987","chr22",42973252,42974057,98,78,172,175,105
"58988","chr22",42996477,42997324,85,89,184,164,129
"58989","chr22",43000873,43002020,133,157,294,254,175
"58990","chr22",43014233,43015537,97,136,173,242,102
"58991","chr22",43077172,43077981,90,152,155,150,76
"58992","chr22",43143177,43143801,71,106,96,209,51
"58993","chr22",43151595,43153280,108,314,247,440,118
"58994","chr22",43186908,43187065,21,45,24,41,18
"58995","chr22",43187652,43188120,111,138,175,239,80
"58996","chr22",43197533,43197773,11,21,32,17,7
"58997","chr22",43237129,43238297,131,151,145,240,98
"58998","chr22",43291849,43292787,126,87,187,249,105
"58999","chr22",43561448,43562090,88,63,116,142,74
"59000","chr22",43643440,43643847,36,16,47,88,13
