"","chromosome","start","end","Infant_MO1","Infant_MO2","Infant_MO3","Infant_MO4","Infant_MO5"
"37228","chr13",32497150,32497836,114,84,116,156,66
"37229","chr13",32503381,32505311,640,336,466,568,372
"37230","chr13",32537284,32539578,880,550,873,1468,807
"37231","chr13",32585766,32588670,502,549,528,1252,509
"37232","chr13",32639187,32640086,92,96,118,174,88
"37233","chr13",32650406,32651811,261,159,242,364,182
"37234","chr13",32681998,32683256,231,270,270,334,168
"37235","chr13",32700068,32700816,134,77,92,132,63
"37236","chr13",33004189,33005010,42,45,87,87,33
"37237","chr13",33052704,33053592,122,149,148,268,114
"37238","chr13",33071036,33073010,289,440,513,677,340
"37239","chr13",33075872,33076759,140,122,177,208,123
"37240","chr13",33110551,33113077,274,292,418,614,206
"37241","chr13",33123164,33124289,138,121,147,162,96
"37242","chr13",33126017,33126715,46,74,76,105,41
"37243","chr13",33138826,33140688,163,305,376,394,180
"37244","chr13",33149826,33150665,129,92,122,179,83
"37245","chr13",33167571,33167969,57,63,92,98,31
"37246","chr13",33168889,33169753,64,141,136,145,57
"37247","chr13",33176651,33178726,80,153,287,343,106
"37248","chr13",33213025,33216162,526,462,667,861,472
"37249","chr13",33225925,33226205,23,61,47,81,44
"37250","chr13",33227135,33235824,1475,2416,3405,4817,1916
"37251","chr13",33244656,33246794,473,268,425,630,321
"37252","chr13",33249948,33269706,3565,4581,7198,9645,4097
"37253","chr13",33270413,33274717,499,624,871,1134,610
"37254","chr13",33276032,33287569,1285,2655,3999,5979,1994
"37255","chr13",33307616,33308351,116,106,105,214,105
"37256","chr13",33308936,33310441,104,102,156,231,89
"37257","chr13",33311408,33312745,102,255,225,294,126
"37258","chr13",33321913,33322858,154,170,133,153,118
"37259","chr13",33390324,33390968,127,72,122,140,81
"37260","chr13",33445867,33449579,258,573,1159,1494,426
"37261","chr13",33487455,33488219,43,84,146,133,46
"37262","chr13",33525710,33527092,117,154,198,274,111
"37263","chr13",33535482,33548365,2916,3895,4827,6837,3069
"37264","chr13",33606442,33607178,136,158,248,414,135
"37265","chr13",33609779,33616591,1645,1855,2871,4327,1779
"37266","chr13",33618462,33620128,408,232,351,561,318
"37267","chr13",33623620,33626791,507,296,642,739,339
"37268","chr13",33629109,33637566,2316,2758,4029,5813,2411
"37269","chr13",33638163,33641198,442,223,557,657,240
"37270","chr13",33642372,33643441,205,125,184,262,136
"37271","chr13",33674835,33677155,269,189,518,692,200
"37272","chr13",33679238,33679847,109,114,180,152,80
"37273","chr13",33721427,33724400,324,310,558,648,260
"37274","chr13",34941874,34943653,183,244,169,354,181
"37275","chr13",35016783,35017654,114,83,130,205,59
"37276","chr13",35098652,35099046,87,52,64,80,46
"37277","chr13",35160424,35161538,87,122,172,295,78
"37278","chr13",35291763,35292804,270,95,141,244,156
"37279","chr13",35343220,35344022,118,100,135,205,127
"37280","chr13",35470771,35471296,36,41,41,99,54
"37281","chr13",35499725,35500055,70,52,44,69,47
"37282","chr13",35598227,35598839,96,70,162,159,83
"37283","chr13",35785713,35785966,38,21,26,71,44
"37284","chr13",35839435,35844681,398,1040,1600,1709,518
"37285","chr13",35880719,35881930,123,254,424,404,197
"37286","chr13",35888479,35889207,23,42,99,97,30
"37287","chr13",35952344,35954380,120,287,444,519,150
"37288","chr13",36329301,36330265,130,96,107,167,107
"37289","chr13",36333611,36334650,111,113,129,210,105
"37290","chr13",36338074,36338950,146,94,132,141,109
"37291","chr13",36343665,36372942,4911,6511,8770,12199,5280
"37292","chr13",36373795,36378154,384,383,734,818,357
"37293","chr13",36818432,36820382,183,287,305,658,236
"37294","chr13",36872047,36873342,289,216,201,252,253
"37295","chr13",36875311,36876157,204,98,60,118,84
"37296","chr13",36912208,36913727,254,110,79,209,186
"37297","chr13",36914523,36921531,1979,1277,1145,2768,1837
"37298","chr13",36995122,36995771,102,93,66,121,38
"37299","chr13",36998323,37001731,1032,1165,1151,2061,1143
"37300","chr13",37058882,37060287,324,272,192,596,252
"37301","chr13",37126557,37130646,388,418,671,868,387
"37302","chr13",37172201,37172734,65,46,51,112,69
"37303","chr13",37358262,37358648,112,68,41,92,91
"37304","chr13",37976747,37978740,633,242,377,419,473
"37305","chr13",38349047,38350349,272,252,326,566,250
"37306","chr13",38564274,38567354,676,332,539,977,524
"37307","chr13",38763795,38764354,31,27,53,132,26
"37308","chr13",38765590,38768901,807,991,1355,2280,837
"37309","chr13",38802652,38805391,397,335,428,1016,306
"37310","chr13",38818703,38819751,228,133,204,425,220
"37311","chr13",38820085,38823031,640,553,1070,1854,730
"37312","chr13",38874285,38877038,428,760,854,1220,642
"37313","chr13",38979846,38981020,193,113,168,253,125
"37314","chr13",39016245,39016914,40,53,99,74,43
"37315","chr13",39021021,39021393,65,62,61,70,42
"37316","chr13",39023170,39026020,282,266,411,444,251
"37317","chr13",39037209,39039079,289,417,437,919,391
"37318","chr13",39047375,39049315,131,135,335,274,129
"37319","chr13",39050144,39055489,319,430,897,1206,410
"37320","chr13",39089484,39095002,1154,1753,2675,3232,1383
"37321","chr13",39102356,39104524,559,496,969,1115,569
"37322","chr13",39105375,39109571,235,246,448,534,232
"37323","chr13",39216658,39218381,336,188,474,411,281
"37324","chr13",39262953,39263784,60,51,116,164,76
"37325","chr13",39321701,39323736,475,252,487,610,318
"37326","chr13",39362910,39363671,87,42,133,149,28
"37327","chr13",39414688,39415739,83,104,154,193,64
"37328","chr13",39417166,39418113,114,93,193,184,54
"37329","chr13",39448918,39449275,10,12,45,31,4
"37330","chr13",39551129,39554984,398,670,1390,832,316
"37331","chr13",39558983,39560378,68,189,401,185,36
"37332","chr13",39602451,39603893,68,133,190,307,67
"37333","chr13",39655119,39657748,239,392,523,762,276
"37334","chr13",39683142,39683481,37,30,47,58,50
"37335","chr13",39688623,39689391,80,69,99,108,76
"37336","chr13",39692032,39693943,944,425,779,977,633
"37337","chr13",39722406,39724843,741,411,827,950,588
"37338","chr13",39780809,39782212,173,92,186,291,152
"37339","chr13",40069192,40069988,59,121,177,294,76
"37340","chr13",40115107,40116000,242,130,168,268,155
"37341","chr13",40148848,40150398,423,324,458,598,312
"37342","chr13",40186197,40196461,4607,6388,7962,11321,5019
"37343","chr13",40205499,40207271,370,543,765,929,462
"37344","chr13",40207866,40209945,152,227,301,385,116
"37345","chr13",40271336,40275579,246,421,614,1080,302
"37346","chr13",40348115,40348626,78,82,84,176,62
"37347","chr13",40351936,40353116,162,228,212,218,136
"37348","chr13",40409837,40410236,73,56,35,101,34
"37349","chr13",40414754,40415163,79,33,68,87,60
"37350","chr13",40438910,40439440,35,97,79,147,65
"37351","chr13",40478954,40479860,74,65,84,174,48
"37352","chr13",40494433,40494807,71,40,72,75,38
"37353","chr13",40547313,40548731,160,145,295,530,133
"37354","chr13",40589461,40590456,99,92,142,270,94
"37355","chr13",40644242,40645895,240,177,215,415,169
"37356","chr13",40660080,40661147,54,112,86,136,58
"37357","chr13",40664483,40667867,372,652,598,1301,475
"37358","chr13",40770647,40771661,162,288,325,683,224
"37359","chr13",40878747,40879855,288,125,172,194,131
"37360","chr13",40894645,40898175,870,879,1131,1611,792
"37361","chr13",40910487,40911381,136,101,188,293,154
"37362","chr13",40912129,40912703,90,65,84,146,85
"37363","chr13",40913801,40914407,87,89,79,119,76
"37364","chr13",40920339,40922211,533,654,597,1125,484
"37365","chr13",40951073,40951530,41,35,82,124,29
"37366","chr13",40961384,40961948,47,34,61,86,57
"37367","chr13",40969323,40971682,298,171,273,357,221
"37368","chr13",40973592,40978206,954,620,1094,1408,723
"37369","chr13",40979029,40988550,1758,2070,3250,4067,2049
"37370","chr13",40990941,40993619,383,398,545,597,346
"37371","chr13",40994528,40995407,105,79,131,139,103
"37372","chr13",41004822,41005383,129,51,84,124,92
"37373","chr13",41010700,41011324,80,53,109,106,57
"37374","chr13",41014000,41021884,1059,1213,1484,2227,1034
"37375","chr13",41024621,41026648,262,249,356,426,200
"37376","chr13",41034812,41035710,182,153,176,240,166
"37377","chr13",41039515,41042130,466,374,524,660,390
"37378","chr13",41053963,41055628,204,158,170,283,134
"37379","chr13",41056004,41056996,109,122,124,216,51
"37380","chr13",41057363,41066216,2970,3338,3681,6033,2974
"37381","chr13",41075883,41077824,410,344,397,572,291
"37382","chr13",41131948,41133154,289,299,264,601,281
"37383","chr13",41193967,41194880,364,360,283,717,337
"37384","chr13",41215853,41218100,410,334,374,393,272
"37385","chr13",41263218,41264053,157,335,259,596,228
"37386","chr13",41310814,41312487,643,558,478,1011,588
"37387","chr13",41428170,41428786,36,54,55,100,56
"37388","chr13",41455366,41472595,2955,3284,4744,7862,2784
"37389","chr13",41473058,41473479,46,52,40,62,28
"37390","chr13",41533512,41534130,28,50,70,106,33
"37391","chr13",41541569,41541869,25,47,32,81,51
"37392","chr13",41544683,41553078,2808,4423,4676,6474,2956
"37393","chr13",41558922,41571412,4996,8134,9541,13735,5837
"37394","chr13",41587255,41588163,71,86,95,194,76
"37395","chr13",41600514,41601919,318,284,406,432,312
"37396","chr13",41608227,41612091,257,443,631,686,317
"37397","chr13",41613614,41615417,242,245,369,479,203
"37398","chr13",41624296,41625105,153,161,193,222,110
"37399","chr13",41638844,41639795,117,71,103,175,89
"37400","chr13",41643571,41643957,55,50,74,102,45
"37401","chr13",41647962,41648984,169,193,223,402,172
"37402","chr13",41650336,41651275,70,131,130,206,81
"37403","chr13",41651919,41653332,92,313,270,427,92
"37404","chr13",41670849,41672038,68,51,123,222,62
"37405","chr13",41781904,41782666,104,104,206,367,145
"37406","chr13",41784855,41785978,107,97,266,375,159
"37407","chr13",41960389,41961678,182,188,151,382,218
"37408","chr13",42039520,42040752,103,87,105,308,154
"37409","chr13",42271083,42273668,397,530,498,1256,467
"37410","chr13",42311747,42314186,626,411,520,754,414
"37411","chr13",42330291,42330656,106,42,43,62,67
"37412","chr13",43023158,43024139,277,170,280,324,289
"37413","chr13",43043638,43045688,369,98,189,297,206
"37414","chr13",43055104,43055650,75,27,51,86,67
"37415","chr13",43222265,43223224,278,92,129,190,158
"37416","chr13",43270318,43270723,97,33,45,73,79
"37417","chr13",43302757,43303931,75,107,215,254,97
"37418","chr13",43304958,43306291,32,66,115,136,38
"37419","chr13",43307411,43308301,40,112,100,167,56
"37420","chr13",43316845,43317536,40,74,97,154,44
"37421","chr13",43319736,43320308,15,15,17,56,13
"37422","chr13",43323115,43329502,424,1033,1370,1399,532
"37423","chr13",43330710,43332557,115,218,286,491,185
"37424","chr13",43359206,43362403,125,284,378,703,264
"37425","chr13",43362713,43366078,321,593,1045,1523,578
"37426","chr13",43367109,43371441,254,473,694,1106,418
"37427","chr13",43383418,43384376,104,90,152,202,105
"37428","chr13",43387457,43388889,38,74,163,167,51
"37429","chr13",43410176,43413870,488,696,1321,1865,933
"37430","chr13",43448528,43449502,81,94,177,313,127
"37431","chr13",43471728,43474464,181,334,772,1042,315
"37432","chr13",43482150,43485692,355,387,701,873,438
"37433","chr13",43489166,43489797,67,67,150,122,93
"37434","chr13",43493713,43494589,48,35,137,101,38
"37435","chr13",43508951,43510600,42,143,177,257,91
"37436","chr13",43511027,43512271,38,69,155,131,47
"37437","chr13",43515512,43516930,124,173,269,272,160
"37438","chr13",43536752,43538152,82,171,298,302,134
"37439","chr13",43555405,43559846,185,410,800,1065,294
"37440","chr13",43560450,43561771,27,69,103,156,38
"37441","chr13",43562596,43566129,229,343,782,951,421
"37442","chr13",43566830,43571059,67,135,332,482,150
"37443","chr13",43571864,43575681,84,154,337,509,157
"37444","chr13",43577319,43580932,788,1354,1977,2455,1083
"37445","chr13",43582845,43585379,110,189,339,427,179
"37446","chr13",43591983,43593397,26,85,139,123,53
"37447","chr13",43596111,43599634,100,203,334,351,146
"37448","chr13",43607705,43610206,40,181,245,243,104
"37449","chr13",43611451,43612782,72,75,119,179,62
"37450","chr13",43614112,43615016,38,60,78,100,48
"37451","chr13",43664519,43665708,18,70,103,91,34
"37452","chr13",43669292,43670304,32,34,89,67,42
"37453","chr13",43697057,43700235,94,306,430,536,230
"37454","chr13",43701296,43702600,50,131,165,217,130
"37455","chr13",43724418,43725082,13,32,49,62,18
"37456","chr13",43766197,43768179,51,130,222,308,106
"37457","chr13",43773529,43774213,39,37,85,102,30
"37458","chr13",43777036,43779023,104,160,195,304,122
"37459","chr13",43782370,43789752,482,1279,1779,2538,941
"37460","chr13",43794453,43795471,24,52,155,104,61
"37461","chr13",43796332,43810437,584,2281,6028,4563,2245
"37462","chr13",43811271,43812882,41,85,211,163,127
"37463","chr13",43814239,43817702,265,543,1631,1332,788
"37464","chr13",43820151,43828779,1545,2771,5192,5143,3043
"37465","chr13",43830405,43831989,105,103,290,233,172
"37466","chr13",43847617,43848685,126,127,188,291,210
"37467","chr13",43865647,43867097,201,140,327,386,224
"37468","chr13",43868582,43870973,141,222,588,602,333
"37469","chr13",43873500,43883338,1311,2545,4390,4924,2675
"37470","chr13",43893825,43894045,7,28,39,41,25
"37471","chr13",43938322,43939167,148,90,109,157,114
"37472","chr13",44012655,44014122,146,117,175,202,107
"37473","chr13",44093557,44094156,197,117,210,233,129
"37474","chr13",44103502,44105058,95,124,234,378,109
"37475","chr13",44120836,44121937,229,227,284,417,191
"37476","chr13",44140962,44143165,542,596,745,1116,542
"37477","chr13",44147103,44149200,129,255,404,240,132
"37478","chr13",44155452,44156076,70,108,92,94,56
"37479","chr13",44191095,44193524,139,437,374,387,160
"37480","chr13",44197579,44198370,8,37,41,24,4
"37481","chr13",44209563,44213764,598,1552,1732,1342,746
"37482","chr13",44231995,44232327,29,24,55,48,20
"37483","chr13",44237026,44238074,20,71,75,65,14
"37484","chr13",44240939,44245171,483,666,1019,983,566
"37485","chr13",44372700,44375781,258,458,430,667,338
"37486","chr13",44432805,44438389,816,1018,1533,1858,832
"37487","chr13",44575606,44578565,737,930,673,1668,880
"37488","chr13",44697806,44698730,99,69,122,212,82
"37489","chr13",44849174,44849776,126,105,70,82,65
"37490","chr13",44855862,44856306,103,66,82,109,81
"37491","chr13",44902851,44907308,1407,601,707,929,828
"37492","chr13",44912421,44913415,98,80,137,114,109
"37493","chr13",44915496,44915937,25,40,44,53,24
"37494","chr13",44917141,44919202,516,721,806,1472,564
"37495","chr13",44931019,44931711,229,109,170,190,168
"37496","chr13",44955246,44955789,98,80,77,137,80
"37497","chr13",44969635,44970243,64,78,58,150,69
"37498","chr13",44989149,44989916,160,132,97,260,124
"37499","chr13",45003581,45004679,206,196,275,486,165
"37500","chr13",45046281,45048857,431,690,950,1441,596
"37501","chr13",45055297,45056660,116,128,212,356,140
"37502","chr13",45100373,45104385,1030,1396,1918,2377,1158
"37503","chr13",45113302,45114144,54,68,87,119,51
"37504","chr13",45119665,45120997,264,365,315,574,244
"37505","chr13",45142577,45143873,152,173,217,281,110
"37506","chr13",45191462,45197310,914,1519,2152,3450,1210
"37507","chr13",45197886,45199116,205,226,323,391,193
"37508","chr13",45206187,45208262,404,514,657,917,394
"37509","chr13",45241262,45243342,215,187,232,355,142
"37510","chr13",45249080,45252572,948,562,918,1295,810
"37511","chr13",45267089,45267950,153,138,227,327,121
"37512","chr13",45276942,45282070,1065,1412,2119,2738,1193
"37513","chr13",45289612,45290850,351,254,469,525,309
"37514","chr13",45297367,45298288,77,90,107,155,68
"37515","chr13",45325054,45326623,234,282,320,435,202
"37516","chr13",45331162,45334294,460,228,375,540,204
"37517","chr13",45337160,45339017,278,174,202,297,166
"37518","chr13",45340024,45342641,581,604,735,1626,575
"37519","chr13",45464419,45465706,258,305,252,696,296
"37520","chr13",45479689,45480533,214,92,126,158,128
"37521","chr13",45499884,45501291,311,186,263,293,188
"37522","chr13",45510870,45512359,134,165,272,305,149
"37523","chr13",45878910,45880513,104,96,187,118,151
